"","logFC","logCPM","LR","PValue","FDR"
"202632_at",-1.61428165756286,5.56954571336846,192.695369413733,8.20372965654051e-44,5.44475502514387e-43
"235451_at",-1.66896838685112,5.47742175952025,192.67358860233,8.29402387257004e-44,5.50401450701259e-43
"218757_s_at",-1.63594298758361,5.53107770377699,192.662380417939,8.34087498141139e-44,5.5344337331149e-43
"31837_at",-1.61411417014582,5.56782217038677,192.655219303948,8.37094748788457e-44,5.55371379565695e-43
"225987_at",-4.84025215497939,6.42909208279892,192.567067597812,8.75013779534674e-44,5.80458364426818e-43
"226662_at",-1.88313018755913,5.21043569184296,192.558256566534,8.78897074159135e-44,5.82963696829439e-43
"215038_s_at",-1.82382982001489,5.27079827295455,192.515437227422,8.98015687688311e-44,5.95572631299835e-43
"200757_s_at",-2.49850356977036,6.3066315282448,192.364587953131,9.68743762495876e-44,6.42402246385228e-43
"216620_s_at",-2.8035096244511,6.09628883974328,192.295156824973,1.00314402929319e-43,6.65133395605206e-43
"230263_s_at",-1.76170033564626,5.3512706623669,192.273726798544,1.01400645406037e-43,6.7225418789561e-43
"212552_at",-1.63643764437513,5.63720765217898,192.25307385776,1.02458628404728e-43,6.79185924833719e-43
"218035_s_at",-2.54433019973648,5.65665513302592,192.25105218527,1.02562783454134e-43,6.79793936883839e-43
"201717_at",-2.62583987406674,6.12584045570404,192.247926825104,1.02724008075243e-43,6.80780017153203e-43
"44120_at",-1.70334463818229,5.44006856720918,192.244506473784,1.02900740569343e-43,6.81868620849451e-43
"225095_at",-1.74929759230591,5.36875801714346,192.21942212184,1.0420619692159e-43,6.90435508566155e-43
"227172_at",-2.10036214065097,5.24064783279103,192.18614526628,1.05963608124183e-43,7.01994459492273e-43
"223947_s_at",-1.78231188556506,5.32492072504393,192.130992399528,1.08941844318437e-43,7.2163742889636e-43
"211630_s_at",-1.87023349787779,5.7663399033711,192.130490113296,1.08969348741903e-43,7.2173217958371e-43
"224458_at",-2.21686862927917,5.45872051141459,192.111168235758,1.10032673404423e-43,7.28686581684451e-43
"204388_s_at",-2.04843888222678,5.05880704306891,192.075007626467,1.12050630199833e-43,7.41960543317899e-43
"219006_at",-1.58538745552337,5.60669622208381,192.046121831988,1.13689171414356e-43,7.52719235538861e-43
"223341_s_at",-1.680667118271,5.45809108355479,192.005025726112,1.16061721470454e-43,7.68334498292416e-43
"212603_at",-1.64684006374074,5.51513678236114,192.004004776019,1.16121288799291e-43,7.68635770593372e-43
"218143_s_at",-1.62437550375739,5.55261569833374,191.974576608194,1.17851479528832e-43,7.79993904277797e-43
"202735_at",-1.8085180848403,5.60817419116087,191.953464817559,1.19108579438079e-43,7.88125603898143e-43
"227874_at",-3.33809705621371,5.3221447346925,191.953458619977,1.19108950434574e-43,7.88125603898143e-43
"202686_s_at",-3.50249105852492,6.10823600201758,191.91262024153,1.21578861688831e-43,8.04371280594971e-43
"231929_at",-3.5172837847685,5.47208068719783,191.837393394572,1.26263448081739e-43,8.35263644751251e-43
"210467_x_at",4.29463577799862,4.53380490992397,191.791949236225,1.29180404966233e-43,8.54456646688702e-43
"203448_s_at",-1.76524655386624,5.4839939678789,191.748843401164,1.32009525059304e-43,8.73064084022915e-43
"226929_at",-1.77652478528225,5.32806234795329,191.713494170316,1.3437574484019e-43,8.88605932406552e-43
"215269_at",-1.9881887466104,5.07449200009913,191.712785722951,1.34423598187728e-43,8.88814878572262e-43
"224977_at",-2.1904746231522,5.6658057172195,191.683714473938,1.36402036174706e-43,9.01787343150189e-43
"215499_at",-1.62025393434667,5.55637091198574,191.672765683125,1.37154679790181e-43,9.06653623204951e-43
"1554007_at",-2.05427933793514,5.00576737897386,191.565701215877,1.44736970313227e-43,9.56660281899862e-43
"203325_s_at",-3.8714798588461,6.04397278761323,191.560266128004,1.45132872227571e-43,9.59161101056741e-43
"241348_at",-1.80694793831164,5.30015803118558,191.553622248898,1.45618296091743e-43,9.62252881171871e-43
"201634_s_at",-1.61952801607844,5.54884402726928,191.500626362009,1.49548936507019e-43,9.88107323688368e-43
"230388_s_at",-2.92579751019854,5.8635792823286,191.485870012275,1.5066216102631e-43,9.95342394165479e-43
"212666_at",-1.71544592471705,5.41177880252655,191.454136116952,1.53084331979684e-43,1.01122216394699e-42
"205614_x_at",-1.82955303295543,5.2680657972432,191.430392968604,1.54922022988779e-43,1.02323769109827e-42
"204333_s_at",-1.7267310804063,5.39262182652174,191.41655860271,1.56002941562408e-43,1.03025254619213e-42
"216309_x_at",-1.69267873627955,5.43724615207318,191.328488633915,1.63063159000068e-43,1.07674857709284e-42
"219482_at",-1.85318523903183,5.23259642122159,191.31917834498,1.63827956595064e-43,1.08166809888119e-42
"210201_x_at",-1.7581401643545,5.34987265343756,191.24966345665,1.6965282274936e-43,1.11999131656861e-42
"223690_at",-1.92687211004844,5.14674911297808,191.231131473768,1.71240342142525e-43,1.13033510885459e-42
"218512_at",-1.53351835652473,5.6837743760574,191.207193523654,1.73312965477841e-43,1.14387812500012e-42
"202609_at",-3.09539668335744,6.55135741603855,191.157867083837,1.77663252219549e-43,1.17244880085743e-42
"218131_s_at",-1.82411285525178,5.69147560994291,190.993120014157,1.92999994011803e-43,1.27350647750366e-42
"218547_at",-1.74054661052288,5.37261343515397,190.847199056194,2.07686324544034e-43,1.37024855731206e-42
"210944_s_at",-2.22103143101042,6.06178072960177,190.82907677064,2.09586601208237e-43,1.38261913864145e-42
"223103_at",-1.73642851243736,5.38972495831231,190.733732869089,2.19874361602203e-43,1.45031134281583e-42
"223002_s_at",-1.58667092151782,5.5947120075944,190.651503641594,2.29151719761e-43,1.51132331458778e-42
"218819_at",-1.70491563874009,5.41360996327978,190.621233324725,2.32664628784624e-43,1.53430690855136e-42
"229732_at",-1.99638045618202,5.0586774835088,190.531608775018,2.43384638277403e-43,1.60480645173867e-42
"218037_at",-1.6451955849969,5.51390146514145,190.478648282857,2.49949997871595e-43,1.64789776119974e-42
"214036_at",-1.78078973065652,5.31792074887846,190.465912846523,2.51555010830194e-43,1.65827950532202e-42
"203852_s_at",-1.63484710405037,5.51988966474433,190.366833471161,2.64398883661644e-43,1.74273766898136e-42
"211368_s_at",-2.06928514213697,5.54021536756645,190.3276518648,2.69657209067384e-43,1.77718272730945e-42
"202891_at",-1.63462370799154,5.51753802828726,190.315348335868,2.71329869894622e-43,1.78799091677576e-42
"222209_s_at",-1.95656799140727,5.72671103415001,190.29733236052,2.73797874453318e-43,1.80403697104545e-42
"1553984_s_at",-1.55991826467947,5.63702881067646,190.248405310743,2.80614243734741e-43,1.84872680759091e-42
"228191_at",-1.71905366212813,5.40542803467185,190.246738112002,2.80849479090349e-43,1.85005364689938e-42
"223019_at",-1.64074346433453,5.51658749755828,190.13909864269,2.9646188872439e-43,1.95266278352078e-42
"222839_s_at",-1.79678040454713,5.29735777609797,189.996605862133,3.18472479913878e-43,2.09738410494956e-42
"209475_at",-1.76206370837436,5.33927721786476,189.982605192835,3.20721411215542e-43,2.11194064292542e-42
"1560741_at",-2.02742457949694,5.03046169669066,189.977040347499,3.21619698424746e-43,2.11760079616727e-42
"213152_s_at",-1.69164156499039,5.44066677283124,189.884844000305,3.3687373263881e-43,2.21776897435605e-42
"201853_s_at",-1.56401514878412,5.62691984098478,189.801038886391,3.51366273064286e-43,2.31290043098842e-42
"212031_at",-2.79575039084018,6.12999404249395,189.671723672321,3.74961770143769e-43,2.46792280999284e-42
"224184_s_at",-1.81381477578511,5.28070820020577,189.632208272753,3.82483257954697e-43,2.51712471457307e-42
"206858_s_at",-3.62545888860179,6.59757833485498,189.561664211481,3.96287927698106e-43,2.60765945924828e-42
"224708_at",-1.67613129094632,5.45906118415394,189.551110675732,3.98395550123438e-43,2.62121259963886e-42
"223418_x_at",-1.75146850420557,5.35246778496809,189.308244646105,4.50119372752289e-43,2.96116913791739e-42
"218641_at",-1.7638192608946,5.33122128917612,189.298554942753,4.52316882456025e-43,2.97526775123715e-42
"202745_at",-2.30954491531052,5.89104649780976,189.284060429595,4.55624110358071e-43,2.99666164246692e-42
"213169_at",-1.71563710635259,5.40471925715216,189.252650955765,4.6287406008264e-43,3.04397873887639e-42
"205891_at",-1.77230747260547,5.33088876698791,189.231190836461,4.6789372392989e-43,3.0766192851313e-42
"221645_s_at",-3.37661676103006,5.98855043777448,189.121166434633,4.94497051306807e-43,3.25115756135157e-42
"204718_at",-3.47784669830208,5.95195064885992,189.077158348331,5.05556799067384e-43,3.32347216412279e-42
"220724_at",-2.87884004257552,5.02678415540863,188.999854083231,5.25586554543417e-43,3.45473008772077e-42
"212276_at",-2.1234381290446,5.75073468782465,188.857702216992,5.64512847657077e-43,3.71015025191137e-42
"203135_at",-1.7218044717635,5.38872414861199,188.834062413926,5.71260309006119e-43,3.75404535996509e-42
"227077_at",-1.68788078625899,5.43540833951404,188.807637578633,5.78898208908177e-43,3.80378074414789e-42
"232693_s_at",-1.84870944169592,5.2298064935427,188.691899752767,6.13572845642379e-43,4.03113378220344e-42
"203197_s_at",-2.09490008151362,5.74012632888753,188.63537713019,6.31254150782895e-43,4.14680051592632e-42
"217834_s_at",-1.56860751354702,5.60953034649936,188.627159887058,6.33866734135354e-43,4.16346272090947e-42
"201151_s_at",-2.5256410507834,5.91274081195155,188.621669058958,6.35618507505089e-43,4.17446749523613e-42
"221588_x_at",-1.78726533318118,5.30138133422204,188.575939123534,6.50397362671667e-43,4.27101559020819e-42
"226202_at",-1.80043443085927,5.2754703297824,188.551244185938,6.58520582282982e-43,4.3238396584991e-42
"223261_at",-2.72987560847781,5.85659417778598,188.543682675096,6.61028117764904e-43,4.33978294173825e-42
"208931_s_at",-1.60664416584389,5.55611127332164,188.476756297657,6.83642585042257e-43,4.48771261101998e-42
"235964_x_at",-3.69846091567911,6.48417358709492,188.455529693146,6.90975438714225e-43,4.53530397499403e-42
"235729_at",-2.5448599639109,5.4982551783106,188.439209604092,6.96666750578417e-43,4.57211074155263e-42
"208651_x_at",-3.40480930974435,5.6460405039795,188.417409974043,7.04342144927116e-43,4.62192832139823e-42
"218877_s_at",-2.02805675909953,5.55348078728766,188.416038897532,7.04827701882884e-43,4.62455953443498e-42
"234970_at",-2.31176892427475,4.74309599649898,188.403432968969,7.0930771862839e-43,4.65339567026724e-42
"227769_at",-2.25944314864665,4.7931029579401,188.364484175138,7.23330437010953e-43,4.7448220328223e-42
"1557370_s_at",-2.85072305928134,6.01060012403527,188.35526691492,7.26689288675804e-43,4.76628321237399e-42
"217543_s_at",-1.65795834932585,5.47746918928912,188.295471899682,7.48861173438792e-43,4.91111726733429e-42
"223894_s_at",-1.78187784674253,5.31107361911573,188.275886746908,7.56269401826791e-43,4.95910644577594e-42
"212456_at",-1.62477912448684,5.52782699353314,188.266037036328,7.60022780501192e-43,4.9831209406287e-42
"203262_s_at",-1.57305699067052,5.6012075995705,188.232597205756,7.72905060027815e-43,5.06697651762839e-42
"1729_at",-1.72351308995536,5.38375177961331,188.19638466516,7.87101881282451e-43,5.15942876862702e-42
"227808_at",-2.05126213832945,5.37851392767129,188.189950681225,7.89651417436507e-43,5.175520408576e-42
"203339_at",-1.79464110950148,5.28234143123678,188.18687829816,7.90871794521986e-43,5.182897682547e-42
"209517_s_at",-2.30994111203199,5.97436850464021,188.097276392835,8.27304216986901e-43,5.42100408242555e-42
"1555618_s_at",-1.55005899566576,5.63595165898598,188.049549321771,8.47390466962812e-43,5.55195611518176e-42
"203413_at",-1.91475801692316,5.14334671135464,187.995796260555,8.70597345833944e-43,5.70332013940461e-42
"201456_s_at",-1.82797493825525,5.68787961509676,187.923344655676,9.0288583468731e-43,5.91413478034368e-42
"228949_at",-2.23412468607717,5.78503314990803,187.922722717371,9.03168127024425e-43,5.91527519706043e-42
"213215_at",-1.86357008901951,5.31176051803568,187.899525788395,9.13760288623165e-43,5.98393146250707e-42
"227385_at",-1.83575968474305,5.24031069373854,187.844368520323,9.39447725917727e-43,6.15141370234152e-42
"206695_x_at",-1.89750391474293,5.16879568076984,187.797293358717,9.61941633563793e-43,6.29794740930432e-42
"235419_at",-2.06071560605644,4.98516388785614,187.70914478864,1.00552027312311e-42,6.58247377071432e-42
"215176_x_at",-2.12173736330641,4.91166051553049,187.700926890185,1.00968227755002e-42,6.60892835209476e-42
"233025_at",-3.03823234060389,5.10754793739331,187.687695570514,1.01641958936204e-42,6.6522313919523e-42
"226204_at",-1.7499319774962,5.34752671750191,187.685329767923,1.01762897183988e-42,6.65934937586421e-42
"201583_s_at",-1.57393533184107,5.59817818401458,187.603933243011,1.06012654607083e-42,6.93662265514874e-42
"202789_at",-1.7266687384778,5.53797948656878,187.600601089518,1.06190360308868e-42,6.94741887027328e-42
"226117_at",-2.38865523782495,5.63731026811109,187.56482316408,1.0811729182366e-42,7.07264050066835e-42
"239442_at",-2.36922181590668,5.28321482765503,187.551902506739,1.08821735402005e-42,7.1178710169932e-42
"212261_at",-1.64841224466575,5.47940624757475,187.530517413735,1.09997766039263e-42,7.19393284473288e-42
"241721_at",-1.89610156793704,5.15156311120902,187.515738411571,1.10817926667517e-42,7.24670510769821e-42
"224356_x_at",-2.97391807717715,5.50170731030741,187.498805007209,1.11765166361419e-42,7.30777382302153e-42
"202502_at",-3.81835757597111,6.84522125193682,187.43208022766,1.15577170137583e-42,7.55611835139587e-42
"205226_at",-2.81492714385998,5.77878541781012,187.405756499732,1.17116575125434e-42,7.65584498443702e-42
"201693_s_at",-3.47148742903947,6.08599057709514,187.375174777778,1.18930753302311e-42,7.77350739605962e-42
"227980_at",-1.67922212931937,5.43301435645786,187.373230906543,1.19047013619796e-42,7.78017627260618e-42
"AFFX-r2-Bs-thr-M_s_at",-3.47671680134148,5.41424002670858,187.328035801413,1.21782345961824e-42,7.95798944121279e-42
"226612_at",-2.34023895236167,4.72377024999778,187.202984803996,1.29682779826884e-42,8.47323851223101e-42
"227176_at",-1.71965276986265,5.37863022391047,187.114249455699,1.3559785794239e-42,8.85866039311764e-42
"52255_s_at",-1.88921456128967,5.16036958199837,187.110297763618,1.35867463061085e-42,8.87521331286118e-42
"202087_s_at",-2.6065149871637,6.27074246244785,187.087540567568,1.37430543987695e-42,8.97624536199644e-42
"226631_at",-1.88268258421707,5.23195206213423,187.062908094193,1.39142702270552e-42,9.08698906670141e-42
"226846_at",-1.95150357990188,5.09168032469434,186.942141742853,1.47850666313031e-42,9.65452666984951e-42
"207436_x_at",-2.28655311862565,5.81529257866406,186.891934896555,1.51629353414505e-42,9.90008944105336e-42
"204906_at",-1.77190069574846,5.30827859475686,186.744648466957,1.6328095690367e-42,1.06595657536814e-41
"203067_at",-2.16343744679621,5.82602945175971,186.733124841958,1.64229481052315e-42,1.07191870836608e-41
"203035_s_at",-1.74662521461027,5.34962451681819,186.733076953425,1.64233434293236e-42,1.07191870836608e-41
"223212_at",-1.62579029073086,5.50712953314596,186.705607831666,1.66516790162765e-42,1.08669199118515e-41
"213628_at",-1.71425010092464,5.38007141618762,186.704052181268,1.6664704851995e-42,1.08741226612105e-41
"218998_at",-1.63552105268916,5.49481078933536,186.667899827594,1.69703040135064e-42,1.1072212075638e-41
"233228_at",-2.00053758842315,5.03294718778249,186.563777392738,1.78821368614691e-42,1.1665741950851e-41
"226527_at",-1.72141700718367,5.37424530032299,186.488040450487,1.85760226485772e-42,1.21169653819012e-41
"229344_x_at",-1.79287012498995,5.27179902953012,186.460750567341,1.88325921619889e-42,1.22828578844894e-41
"202329_at",-1.62159219563075,5.51159721456406,186.415562814281,1.92652468523536e-42,1.2563542123717e-41
"203600_s_at",-1.72102530326881,5.36983992521208,186.403348032896,1.93838957056599e-42,1.26394096327603e-41
"223805_at",-1.73290820643756,5.35138740306527,186.40005385402,1.94160187937941e-42,1.26588460237383e-41
"229396_at",-3.97005356599151,6.27011291547716,186.376580205072,1.96464679163163e-42,1.28075668692571e-41
"218342_s_at",-1.85463268401791,5.5329411035528,186.369036908737,1.97211023176668e-42,1.28546884742303e-41
"213594_x_at",-1.89038611731425,5.72995085931615,186.31133940876,2.03014273208604e-42,1.32313808411973e-41
"232138_at",-2.97674293287901,5.74419551567337,186.309361647817,2.03216196683017e-42,1.32429625192419e-41
"45297_at",-1.9870358833287,5.46338435780636,186.216004716753,2.12979703053016e-42,1.38775655636082e-41
"242669_at",-2.68428098466875,5.51341442958267,186.215752250382,2.13006732739862e-42,1.38776729177216e-41
"221507_at",-1.65060143665333,5.46746462310624,186.177167341446,2.17178317999213e-42,1.41477714006994e-41
"204273_at",-1.61762094284926,5.5181131081703,186.172417715043,2.17697436668179e-42,1.41798991539584e-41
"225263_at",-1.79618081413611,5.27816303161423,186.046595867175,2.31910520683125e-42,1.51038805459796e-41
"207618_s_at",-1.6467491146222,5.47836707432022,186.005738934311,2.36722540920325e-42,1.54154417875402e-41
"232515_at",-1.71561583301339,5.37161117041117,185.998867497486,2.37541593391045e-42,1.54669365471661e-41
"238812_at",-1.84357816509795,5.2202544519022,185.949017558407,2.43569014069169e-42,1.58575087452153e-41
"203100_s_at",-1.6671454022071,5.44812810728803,185.892295029667,2.50613657092071e-42,1.63142060977604e-41
"221543_s_at",-2.34959999770846,5.85099685047299,185.862902905509,2.54343784726604e-42,1.65550552737227e-41
"241303_x_at",-1.79506031071069,5.26500698535665,185.813362592158,2.60756985431452e-42,1.69704656332158e-41
"223318_s_at",-1.95618256871487,5.78491594388844,185.766664265195,2.66950274691689e-42,1.73714666374293e-41
"213893_x_at",-1.61940537774305,5.52161342007408,185.695535915842,2.76667397079665e-42,1.80016540941696e-41
"213902_at",-2.40776047075805,6.12218479686323,185.660820728427,2.81537638952201e-42,1.83163617440642e-41
"209817_at",-1.74260911848993,5.34374901990583,185.628866174229,2.86096333574815e-42,1.86107281834658e-41
"206833_s_at",-1.82747180339946,5.23081771505354,185.626416742861,2.86448804954078e-42,1.86314399367883e-41
"212568_s_at",-1.60940790043923,5.52726749142498,185.610409709872,2.88762921607523e-42,1.87797225394211e-41
"232209_x_at",-1.58780101878999,5.55986371681931,185.583769213216,2.9265582962814e-42,1.90306344968108e-41
"203437_at",-1.65192222305083,5.4637174234292,185.547363107514,2.98060770531204e-42,1.93797985834149e-41
"209643_s_at",-1.7299365501045,5.35696798630364,185.518761896584,3.02376904767938e-42,1.96580942546814e-41
"201484_at",-1.64804316390802,5.47465103746401,185.375906621334,3.24888817489169e-42,2.11191250698137e-41
"203575_at",-2.74285031163197,6.01019660621725,185.372409723054,3.25460403425289e-42,2.11537655222036e-41
"202337_at",-1.64801520394194,5.47435001271436,185.369506587983,3.25935699670174e-42,2.11821399969889e-41
"227983_at",-1.66142585857518,5.44062233419899,185.33240411383,3.32071528783177e-42,2.15783347233423e-41
"209568_s_at",-2.95778849344811,6.02413865004497,185.3160751652,3.34808410795654e-42,2.17535946051722e-41
"240868_at",-2.28765391894536,4.75336892493644,185.29600447415,3.38203366935672e-42,2.19715649800473e-41
"224549_x_at",-3.22225828854863,6.32662136287584,185.217470451392,3.51821566720082e-42,2.28535632177979e-41
"212034_s_at",-1.87141522558925,5.62451809908542,185.203541804083,3.54293499658443e-42,2.30114006816647e-41
"218055_s_at",-2.17143460906477,5.63430772966283,185.203014509205,3.54387419730813e-42,2.30147668057753e-41
"222028_at",-1.76173359665639,5.30257160439616,185.173444248882,3.59694424237186e-42,2.33566420963992e-41
"222701_s_at",-1.60148347267378,5.53811953149223,185.096225370007,3.73930758342982e-42,2.42781904909186e-41
"213069_at",-2.5773433682827,5.94287724370139,185.07304627555,3.78313095551968e-42,2.45598058647636e-41
"218849_s_at",-3.56884203088087,6.07443163486271,185.058082008528,3.81169548552847e-42,2.47423068587521e-41
"208945_s_at",-1.56802969978011,5.58694732640842,184.948239606649,4.028076798489e-42,2.61437676825007e-41
"230026_at",-1.88079505481586,5.15319948529576,184.900751429494,4.12538841140941e-42,2.6772179393924e-41
"237839_at",-3.53650004322587,5.514025950425,184.895403000356,4.13649454571005e-42,2.6841068037823e-41
"236474_at",-1.98714842654134,5.03255738572244,184.855151980439,4.22104160719246e-42,2.73864305059034e-41
"218633_x_at",-1.60986053335333,5.51724720426492,184.836467798594,4.26087280104369e-42,2.76415781202022e-41
"232876_at",-2.10206236175754,4.91832762456086,184.830597098906,4.27346547908684e-42,2.77199816192992e-41
"204299_at",-1.6962824729965,5.39954221553455,184.813844664112,4.30960453992976e-42,2.7951082825701e-41
"229693_at",-1.93119300704778,5.09721647639044,184.799857738736,4.3400117333891e-42,2.8144958074137e-41
"59375_at",-1.93102466892074,5.09509677367499,184.767646656457,4.4108562554577e-42,2.86009921450605e-41
"201419_at",-1.64338038563,5.49677131169678,184.720589033987,4.51643813578975e-42,2.92821362592558e-41
"225665_at",-3.32301799813105,6.44171201859897,184.644374891997,4.69282568785442e-42,3.0422130007522e-41
"209183_s_at",-3.01839975286217,5.70355999747671,184.623594124977,4.74210418687517e-42,3.07379426695199e-41
"226468_at",-1.70671658691692,5.37200892446505,184.594419433306,4.81216211889882e-42,3.11883551269314e-41
"219351_at",-1.73844378007384,5.33625996478087,184.497827305571,5.05158215159835e-42,3.27361922648619e-41
"228827_at",-3.6597196955017,5.70782113328206,184.44865084188,5.17801410262526e-42,3.35515431454179e-41
"221747_at",-2.82372769588788,5.800532931578,184.422235615508,5.24722871182352e-42,3.39959983195818e-41
"203660_s_at",-1.69097340476051,5.40001469499327,184.398473712375,5.31028109402682e-42,3.44004287696584e-41
"227187_at",-1.69063779111511,5.39628267396443,184.326011785196,5.50727628280366e-42,3.56723528921088e-41
"213786_at",-1.64433086713949,5.46948918781303,184.316405287613,5.53393541624302e-42,3.58407864111688e-41
"226183_at",-1.69836918756709,5.40053513847368,184.289497039308,5.60929791933961e-42,3.63245722776138e-41
"214113_s_at",-2.13901272271845,5.86843886788816,184.287164546153,5.61587872368994e-42,3.63628812432198e-41
"227473_at",-3.20331479308334,6.53119296120975,184.258588468122,5.69713164797812e-42,3.68846267440147e-41
"205516_x_at",-1.57741089759377,5.57252351107868,184.218806185724,5.81220950650803e-42,3.76252136832023e-41
"212156_at",-1.70955766365449,5.38050526471738,184.212500579845,5.83066190957169e-42,3.77401965083263e-41
"205127_at",-2.92595813617279,5.61565187417579,184.212161408211,5.83165610283648e-42,3.77421635206658e-41
"213001_at",-3.53293914501355,6.18925609404591,184.137619508456,6.05432082180998e-42,3.91785999446633e-41
"217164_at",-2.04612707534823,4.96762366005949,184.136959304242,6.05633043807207e-42,3.9186966473561e-41
"230206_at",-1.70919380702789,5.37641797667845,184.132935137108,6.06859415978613e-42,3.92616714810444e-41
"239346_at",-1.69699809779807,5.38523460053521,183.98924780799,6.52314637787816e-42,4.21974713926276e-41
"221432_s_at",-1.75330725545928,5.31627456787604,183.962537899364,6.61132183838691e-42,4.27628086494504e-41
"200785_s_at",-1.80198746541599,5.24673504313343,183.913485251956,6.77637203972227e-42,4.38251882270896e-41
"234675_x_at",-5.59058983605915,7.84594094012066,183.899233849117,6.82509253194893e-42,4.41350602228631e-41
"224504_s_at",-1.74020673561546,5.32977773664196,183.838423022241,7.03695061622234e-42,4.54996777367498e-41
"203357_s_at",-1.65967161779334,5.43824872678885,183.774598781286,7.26638431035746e-42,4.69775998780648e-41
"205027_s_at",-3.06618387247304,5.1720800870132,183.750337350953,7.35554795665977e-42,4.75484256952439e-41
"228971_at",-1.98263398401302,5.02920074912493,183.722076237923,7.46079144614515e-42,4.8223049097764e-41
"203688_at",-2.50194114549099,5.86584490120907,183.694887483024,7.56346253948646e-42,4.88808882206173e-41
"225900_at",-2.48842886889544,5.7292780772506,183.602278429381,7.92389662272295e-42,5.12042368333976e-41
"204132_s_at",-1.74709164609266,5.31364506144348,183.45779367127,8.52083986431451e-42,5.50551783953434e-41
"204367_at",-1.72203488520223,5.34622686881157,183.347986517041,9.00441191753891e-42,5.81727781627602e-41
"1552622_s_at",-1.66510320228822,5.42292124216945,183.324042340823,9.1134501981844e-42,5.88702610569154e-41
"212500_at",-1.68705549017758,5.39400828708426,183.312729892728,9.16542375958289e-42,5.91990010697218e-41
"211954_s_at",-2.53048066429865,6.15495662672603,183.227187109592,9.5681551029927e-42,6.17929223075981e-41
"225208_s_at",-1.5858321524808,5.5448386754757,183.206526059216,9.66805080376538e-42,6.24306930076618e-41
"225315_at",-1.5232248710892,5.63892106791673,183.145809274729,9.96769218411808e-42,6.43580030900633e-41
"201058_s_at",-3.51142389546196,5.93832019574709,183.090493354031,1.02487574523056e-41,6.61649325427809e-41
"230082_at",-1.79917315955025,5.25747779362715,183.086239373827,1.02706977053468e-41,6.62987481747149e-41
"219049_at",-2.18991308924528,5.65010821310071,183.078343540471,1.03115456960002e-41,6.65545698180632e-41
"225914_s_at",-1.8127623691319,5.22606056472323,183.000962947868,1.07205625691898e-41,6.91863501499588e-41
"244871_s_at",-1.89940235101882,5.29670238328216,182.971665992825,1.0879619959262e-41,7.02045581579901e-41
"203285_s_at",-1.67870267166124,5.41852662538879,182.960273232012,1.09421082994278e-41,7.05994537728599e-41
"38241_at",-1.90063570892707,5.11838775704488,182.878998289558,1.13984315141117e-41,7.35350139273223e-41
"217144_at",-1.56979711299605,5.56907032537693,182.860858815908,1.15028469404295e-41,7.41998768839056e-41
"207826_s_at",-3.26796296906815,6.24451232469367,182.853075609223,1.15479418199615e-41,7.44819769973337e-41
"220007_at",-1.7366570456942,5.32962963174455,182.845909932481,1.15896151080626e-41,7.47419445663271e-41
"222819_at",-1.85652847401886,5.17681674370624,182.647994128131,1.28020214219409e-41,8.25510698484044e-41
"238161_at",-2.01884077478232,4.99664710517595,182.614916543152,1.30166781162456e-41,8.39253391516187e-41
"221904_at",-1.74418527296011,5.32123036446433,182.603330248702,1.30927154162663e-41,8.44056379417945e-41
"200637_s_at",-1.91439241299463,5.42771531500093,182.598765414386,1.31227948610789e-41,8.45895789942804e-41
"1558254_s_at",-1.63117137485488,5.46659314999984,182.524221348996,1.36238890588915e-41,8.78092814210647e-41
"205421_at",-2.58018063925726,4.50343656352636,182.520855844197,1.3646958464969e-41,8.79476018472631e-41
"225805_at",-1.75636997913228,5.29460644377601,182.497850442355,1.38057024448422e-41,8.89601392070414e-41
"204805_s_at",-2.63794067424049,6.02664056570434,182.483665513763,1.39045015721257e-41,8.95862153495136e-41
"235201_at",-2.01808215579729,4.98668224319767,182.474446669601,1.39690903182373e-41,8.99917536408185e-41
"227646_at",-4.16944988264531,6.44563169234812,182.446115308771,1.41694684867248e-41,9.12718767096702e-41
"202747_s_at",-3.62018264953508,6.32703689314227,182.426514853149,1.43097756599148e-41,9.21647996472898e-41
"208091_s_at",-2.78105497617971,6.0676985385681,182.34601457084,1.49007476194682e-41,9.59597616130064e-41
"226656_at",-2.07845309790614,5.74435243654882,182.330753441687,1.50155052946685e-41,9.66874045443414e-41
"214430_at",-1.55329968835835,5.58208562970507,182.306917602137,1.51965122409356e-41,9.78414162474276e-41
"232726_at",-2.64897828246084,5.21163312262604,182.286534566472,1.53530288002403e-41,9.8837495543758e-41
"214603_at",5.02045854610591,4.32430767141455,182.256800792949,1.55842431664463e-41,1.00314162364663e-40
"223186_at",-1.60137225212235,5.52693779950671,182.248100673511,1.56525528234935e-41,1.00742004193585e-40
"218474_s_at",-1.61362602045776,5.49659964911469,182.166593372791,1.63072362300359e-41,1.04943284001555e-40
"210113_s_at",-1.97006421301176,5.03786761056781,182.162611460179,1.63399122425817e-41,1.05141191227864e-40
"201183_s_at",-1.58207685964427,5.53785471710367,182.130699713514,1.66041598047387e-41,1.06828952379865e-40
"215383_x_at",-2.45832004719035,5.72713247304942,182.099625756209,1.68655762294309e-41,1.08498103346763e-40
"210028_s_at",-1.65713366755575,5.42758374436862,182.052883667883,1.72665769579881e-41,1.11064717079765e-40
"219970_at",-2.35186773142955,4.66625401424488,182.000802894966,1.77246190364529e-41,1.13997593908724e-40
